filename,fileid,speaker,speechnumber,type_of_speech,sentence,sentence token,sentence character offset begin,sentence character offset end,annotated text,conflict_party_appraisal_target,attitude,polarity,appraisal character offset,attitude target,conflict_party_specific_appraisal_target,target_type,id annotated attitude,target relation ID,ID attitude,ID attitude target,relations_comp
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,"Prime Minister Yatsenyuk went to Donetsk; although he did not meet with the protesters, he did say the right things about dialogue, decentralization and his desire to find a way out of the problem.","['Prime', 'Minister', 'Yatsenyuk', 'went', 'to', 'Donetsk', ';', 'although', 'he', 'did', 'not', 'meet', 'with', 'the', 'protesters', ',', 'he', 'did', 'say', 'the', 'right', 'things', 'about', 'dialogue', ',', 'decentralization', 'and', 'his', 'desire', 'to', 'find', 'a', 'way', 'out', 'of', 'the', 'problem', '.']",1756,1953,right things,Ukraine,judgement,positive,"(1859, 1871)",Prime Minister Yatsenyuk,Ukrainian political actor,explicit,859,918.0,859,891.0,"[918, [859, 'right things'], [891, 'Prime Minister Yatsenyuk']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,"Prime Minister Yatsenyuk went to Donetsk; although he did not meet with the protesters, he did say the right things about dialogue, decentralization and his desire to find a way out of the problem.","['Prime', 'Minister', 'Yatsenyuk', 'went', 'to', 'Donetsk', ';', 'although', 'he', 'did', 'not', 'meet', 'with', 'the', 'protesters', ',', 'he', 'did', 'say', 'the', 'right', 'things', 'about', 'dialogue', ',', 'decentralization', 'and', 'his', 'desire', 'to', 'find', 'a', 'way', 'out', 'of', 'the', 'problem', '.']",1756,1953,although he did not meet with the protesters,Ukraine,judgement,negative,"(1798, 1842)",Prime Minister Yatsenyuk,Ukrainian political actor,explicit,860,917.0,860,891.0,"[917, [860, 'although he did not meet with the protesters'], [891, 'Prime Minister Yatsenyuk']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,We have been told that restraint will be exercised and a peaceful solution found to the situation that takes into account the opinions of the various groupings of the Ukrainian population.,"['We', 'have', 'been', 'told', 'that', 'restraint', 'will', 'be', 'exercised', 'and', 'a', 'peaceful', 'solution', 'found', 'to', 'the', 'situation', 'that', 'takes', 'into', 'account', 'the', 'opinions', 'of', 'the', 'various', 'groupings', 'of', 'the', 'Ukrainian', 'population', '.']",1984,2172,restraint will be exercised,implicit,judgement,positive,"(2007, 2034)",implicit,implicit,implicit,861,,861,,"[None, [861, 'restraint will be exercised'], [None, 'None']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,We have been told that restraint will be exercised and a peaceful solution found to the situation that takes into account the opinions of the various groupings of the Ukrainian population.,"['We', 'have', 'been', 'told', 'that', 'restraint', 'will', 'be', 'exercised', 'and', 'a', 'peaceful', 'solution', 'found', 'to', 'the', 'situation', 'that', 'takes', 'into', 'account', 'the', 'opinions', 'of', 'the', 'various', 'groupings', 'of', 'the', 'Ukrainian', 'population', '.']",1984,2172,peaceful solution,Other,appreciation,positive,"(2041, 2058)",solution,Agreements and solutions,explicit,862,919.0,862,892.0,"[919, [862, 'peaceful solution'], [892, 'solution']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,"However, the protesters' interests and opinions have not been taken into account or even discussed.","['However', ',', 'the', 'protesters', ""'"", 'interests', 'and', 'opinions', 'have', 'not', 'been', 'taken', 'into', 'account', 'or', 'even', 'discussed', '.']",2924,3023,have not been taken into account or even discussed,implicit,judgement,negative,"(2972, 3022)",implicit,implicit,implicit,863,,863,,"[None, [863, 'have not been taken into account or even discussed'], [None, 'None']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,"As a result, blood has already been shed in the South-East and the situation is extremely dangerous.","['As', 'a', 'result', ',', 'blood', 'has', 'already', 'been', 'shed', 'in', 'the', 'South-East', 'and', 'the', 'situation', 'is', 'extremely', 'dangerous', '.']",3024,3124,blood has already been shed,implicit,appreciation,negative,"(3037, 3064)",implicit,implicit,implicit,864,,864,,"[None, [864, 'blood has already been shed'], [None, 'None']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,"As a result, blood has already been shed in the South-East and the situation is extremely dangerous.","['As', 'a', 'result', ',', 'blood', 'has', 'already', 'been', 'shed', 'in', 'the', 'South-East', 'and', 'the', 'situation', 'is', 'extremely', 'dangerous', '.']",3024,3124,extremely dangerous,Other,appreciation,negative,"(3104, 3123)",situation,Situation in Ukraine ,explicit,865,920.0,865,893.0,"[920, [865, 'extremely dangerous'], [893, 'situation']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,Any further escalation of the situation must be swiftly stopped.,"['Any', 'further', 'escalation', 'of', 'the', 'situation', 'must', 'be', 'swiftly', 'stopped', '.']",3125,3189,swiftly stopped,Other,appreciation,negative,"(3173, 3188)",further escalation of the situation,Situation in Ukraine ,explicit,866,922.0,866,895.0,"[922, [866, 'swiftly stopped'], [895, 'further escalation of the situation']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,"Some people, including in this Chamber, do not wish to recognize the real reasons for the events in Ukraine and are forever seeing the hand of Moscow in the South-East.","['Some', 'people', ',', 'including', 'in', 'this', 'Chamber', ',', 'do', 'not', 'wish', 'to', 'recognize', 'the', 'real', 'reasons', 'for', 'the', 'events', 'in', 'Ukraine', 'and', 'are', 'forever', 'seeing', 'the', 'hand', 'of', 'Moscow', 'in', 'the', 'South-East', '.']",3948,4116,do not wish to recognize the real reasons for the events,Other,judgement,negative,"(3988, 4044)",Some people,Other political actors,explicit,867,928.0,867,900.0,"[928, [867, 'do not wish to recognize the real reasons for the events'], [900, 'Some people']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,"It must be understood that south-eastern Ukraine and its people are deeply worried about their future and that they do not want anyone, especially the nationalist radicals, to impose their will on them.","['It', 'must', 'be', 'understood', 'that', 'south-eastern', 'Ukraine', 'and', 'its', 'people', 'are', 'deeply', 'worried', 'about', 'their', 'future', 'and', 'that', 'they', 'do', 'not', 'want', 'anyone', ',', 'especially', 'the', 'nationalist', 'radicals', ',', 'to', 'impose', 'their', 'will', 'on', 'them']",4345,4547,deeply worried,Ukraine,affect,negative,"(4413, 4427)",south-eastern Ukraine and its people,Ukrainian citizens,explicit,868,929.0,868,901.0,"[929, [868, 'deeply worried'], [901, 'south-eastern Ukraine and its people']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,"It must be understood that south-eastern Ukraine and its people are deeply worried about their future and that they do not want anyone, especially the nationalist radicals, to impose their will on them.","['It', 'must', 'be', 'understood', 'that', 'south-eastern', 'Ukraine', 'and', 'its', 'people', 'are', 'deeply', 'worried', 'about', 'their', 'future', 'and', 'that', 'they', 'do', 'not', 'want', 'anyone', ',', 'especially', 'the', 'nationalist', 'radicals', ',', 'to', 'impose', 'their', 'will', 'on', 'them']",4345,4547,to impose their will on,Ukraine,judgement,positive,"(4518, 4541)","radicals,",Individuals or groups,explicit,869,931.0,869,902.0,"[931, [869, 'to impose their will on'], [902, 'radicals,']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,"We have pointed out on several occasions, including in this Chamber, that the reckless actions that led to the coup d'etat by the self-proclaimed Kyiv authorities threaten to definitively destroy the fragile mosaic of Ukrainian society.","['It', 'must', 'be', 'understood', 'that', 'south-eastern', 'Ukraine', 'and', 'its', 'people', 'are', 'deeply', 'worried', 'about', 'their', 'future', 'and', 'that', 'they', 'do', 'not', 'want', 'anyone', ',', 'especially', 'the', 'nationalist', 'radicals', ',', 'to', 'impose', 'their', 'will', 'on', 'them']",4345,4547,fragile mosaic of Ukrainian society.,Ukraine,judgement,negative,"(371, 407)",self-proclaimed Kyiv authorities,Ukrainian authorities,explicit,870,910.0,870,886.0,"[910, [870, 'fragile mosaic of Ukrainian society.'], [886, 'self-proclaimed Kyiv authorities']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written," The authorities do not wish to listen to those who do not accept the imposed dominance of Kyiv by national radicals and chauvinistic,   Russophobic and anti-Semitic forces , whom they perceive as a threat to their human dignity and to their very lives.","['It', 'must', 'be', 'understood', 'that', 'south-eastern', 'Ukraine', 'and', 'its', 'people', 'are', 'deeply', 'worried', 'about', 'their', 'future', 'and', 'that', 'they', 'do', 'not', 'want', 'anyone', ',', 'especially', 'the', 'nationalist', 'radicals', ',', 'to', 'impose', 'their', 'will', 'on', 'them']",4345,4547,Russophobic and anti-Semitic forces,Ukraine,judgement,negative,"(542, 577)",forces,Individuals or groups,explicit,871,912.0,871,888.0,"[912, [871, 'Russophobic and anti-Semitic forces'], [888, 'forces']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,The international community must require the Maidan henchmen who seized power in Kyiv to cease their war against their own people and to implement all the commitments under the 21 February agreement.,"['It', 'must', 'be', 'understood', 'that', 'south-eastern', 'Ukraine', 'and', 'its', 'people', 'are', 'deeply', 'worried', 'about', 'their', 'future', 'and', 'that', 'they', 'do', 'not', 'want', 'anyone', ',', 'especially', 'the', 'nationalist', 'radicals', ',', 'to', 'impose', 'their', 'will', 'on', 'them']",4345,4547,henchmen,Other,judgement,negative,"(3243, 3251)",Maidan,Individuals or groups,explicit,872,923.0,872,896.0,"[923, [872, 'henchmen'], [896, 'Maidan']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written," The Western sponsors of the Maidan henchmen , in particular those who stood as witnesses to the agreement and the United States, which is their backer ,   are obligated to end their support, dissociate themselves from neo-Nazis and other extremists, stop the use of force against the Ukrainian people, and begin forthwith a genuine national dialogue with the full participation of all regions   , in the interests of the speedy implementation of radical constitutional reform.","['It', 'must', 'be', 'understood', 'that', 'south-eastern', 'Ukraine', 'and', 'its', 'people', 'are', 'deeply', 'worried', 'about', 'their', 'future', 'and', 'that', 'they', 'do', 'not', 'want', 'anyone', ',', 'especially', 'the', 'nationalist', 'radicals', ',', 'to', 'impose', 'their', 'will', 'on', 'them']",4345,4547,henchmen,Other,judgement,negative,"(3426, 3434)",Maidan,Individuals or groups,explicit,873,925.0,873,897.0,"[925, [873, 'henchmen'], [897, 'Maidan']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written," The Western sponsors of the Maidan henchmen , in particular those who stood as witnesses to the agreement and the United States, which is their backer ,   are obligated to end their support, dissociate themselves from neo-Nazis and other extremists, stop the use of force against the Ukrainian people, and begin forthwith a genuine national dialogue with the full participation of all regions   , in the interests of the speedy implementation of radical constitutional reform.","['It', 'must', 'be', 'understood', 'that', 'south-eastern', 'Ukraine', 'and', 'its', 'people', 'are', 'deeply', 'worried', 'about', 'their', 'future', 'and', 'that', 'they', 'do', 'not', 'want', 'anyone', ',', 'especially', 'the', 'nationalist', 'radicals', ',', 'to', 'impose', 'their', 'will', 'on', 'them']",4345,4547,backer,Other,judgement,negative,"(3534, 3540)",United States,Other political actors,explicit,874,932.0,874,903.0,"[932, [874, 'backer'], [903, 'United States']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written,"It must be understood that south-eastern Ukraine and its people are deeply worried about their future and that they do not want anyone, especially the nationalist radicals, to impose their will on them.","['It', 'must', 'be', 'understood', 'that', 'south-eastern', 'Ukraine', 'and', 'its', 'people', 'are', 'deeply', 'worried', 'about', 'their', 'future', 'and', 'that', 'they', 'do', 'not', 'want', 'anyone', ',', 'especially', 'the', 'nationalist', 'radicals', ',', 'to', 'impose', 'their', 'will', 'on', 'them']",4345,4547,nationalist radicals,Ukraine,judgement,negative,"(4496, 4516)","radicals,",Individuals or groups,explicit,875,930.0,875,902.0,"[930, [875, 'nationalist radicals'], [902, 'radicals,']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written, It is the West that must determine the opportunity for avoiding civil war in Ukraine.,"['It', 'must', 'be', 'understood', 'that', 'south-eastern', 'Ukraine', 'and', 'its', 'people', 'are', 'deeply', 'worried', 'about', 'their', 'future', 'and', 'that', 'they', 'do', 'not', 'want', 'anyone', ',', 'especially', 'the', 'nationalist', 'radicals', ',', 'to', 'impose', 'their', 'will', 'on', 'them']",4345,4547,must determine,Other,judgement,positive,"(3882, 3896)",West,Other political actors,explicit,876,927.0,876,899.0,"[927, [876, 'must determine'], [899, 'West']]"
UNSC_2014_SPV.7154_spch004_sentsplit_Russian_Federation.txt,UNSC_2014_SPV.7154_spch004,Russian Federation,4,pre-written," The Western sponsors of the Maidan henchmen , in particular those who stood as witnesses to the agreement and the United States, which is their backer ,   are obligated to end their support, dissociate themselves from neo-Nazis and other extremists, stop the use of force against the Ukrainian people, and begin forthwith a genuine national dialogue with the full participation of all regions   , in the interests of the speedy implementation of radical constitutional reform.","['It', 'must', 'be', 'understood', 'that', 'south-eastern', 'Ukraine', 'and', 'its', 'people', 'are', 'deeply', 'worried', 'about', 'their', 'future', 'and', 'that', 'they', 'do', 'not', 'want', 'anyone', ',', 'especially', 'the', 'nationalist', 'radicals', ',', 'to', 'impose', 'their', 'will', 'on', 'them']",4345,4547,"are obligated to end their support, dissociate themselves from neo-Nazis and other extremists, stop the use of force against the Ukrainian people, and begin forthwith a genuine national dialogue with the full participation of all regions",Other,judgement,negative,"(3542, 3779)",The Western sponsors of the Maidan,Other political actors,explicit,877,926.0,877,898.0,"[926, [877, 'are obligated to end their support, dissociate themselves from neo-Nazis and other extremists, stop the use of force against the Ukrainian people, and begin forthwith a genuine national dialogue with the full participation of all regions'], [898, 'The Western sponsors of the Maidan']]"
